"  User:  Javier Ressogola    Last Refresh:  Saturday, November 8, 2025, 0:00:00",,,,,,,
OrderID,CustomerID,CustomerName,ProductID,Quantity,OrderDate,RequestedDeliveryDate,Comments
ORD1100024,CUST6559,Customer_410,PROD982,4,02/11/2025,11-27-2025,Gift packaging requested
ORD1100025,CUST8579,Customer_128,PROD995,3,2025-11-04,2026/01/14,Contact customer before shipping
ORD1100026,CUST2528,Customer_475,PROD871,8,2025-11-02,2025/12/25,Inform customer once order is sent
ORD1100027,CUST3697,Customer_195,PROD102,13,2025-11-03,2026/01/01,Contact customer before shipping
ORD1100028,CUST8973,Customer_80,PROD294,10,02/11/2025,11-10-2025,Hold until payment confirmed
ORD1100029,CUST1821,Customer_300,PROD588,17,07/11/2025,01-14-2026,Hold until payment confirmed
ORD1100030,CUST2113,Customer_346,PROD982,8,2025-11-04,2025/11/20,
ORD1100031,CUST1651,Customer_318,PROD183,14,2025-11-06,01-20-2026,Urgent delivery required
ORD1100032,CUST6147,Customer_123,PROD371,13,02/11/2025,2026/01/27,Gift packaging requested
ORD1100033,CUST2188,Customer_5,PROD569,20,2025-11-05,11-18-2025,Inform customer once order is sent
ORD1100034,CUST6718,Customer_452,PROD170,8,2025-11-03,2025/12/10,Hold until payment confirmed
ORD1100035,CUST9666,Customer_5,PROD783,18,03/11/2025,2026/01/27,Inform customer once order is sent
ORD1100036,CUST3546,Customer_140,PROD388,20,2025-11-02,2025/12/16,Contact customer before shipping
ORD1100037,CUST5114,Customer_464,PROD966,2,01/11/2025,01-22-2026,Urgent delivery required
ORD1100038,CUST3143,Customer_327,PROD368,6,2025-11-06,01-02-2026,Gift packaging requested
ORD1100039,CUST3442,Customer_280,PROD136,12,05/11/2025,01-15-2026,Inform customer once order is sent
ORD1100040,CUST1653,Customer_461,PROD466,7,2025-11-06,2025/12/08,Urgent delivery required
ORD1100041,CUST7658,Customer_499,PROD735,5,2025-11-02,2025/11/23,
ORD1100042,CUST1406,Customer_92,PROD854,11,2025-11-07,2025/12/30,
ORD1100043,CUST5371,Customer_82,PROD906,4,04/11/2025,2025/11/09,
ORD1100044,CUST8541,Customer_180,PROD412,8,02/11/2025,2025/11/06,Gift packaging requested
ORD1100045,CUST5573,Customer_180,PROD756,17,2025-11-04,2026/01/30,
ORD1100046,CUST2889,Customer_450,PROD367,6,05/11/2025,2025/12/09,Hold until payment confirmed
ORD1100047,CUST6139,Customer_224,PROD720,17,01/11/2025,12-21-2025,
ORD1100048,CUST8144,Customer_1,PROD632,18,06/11/2025,2026/01/31,Gift packaging requested
ORD1100049,CUST6409,Customer_320,PROD421,4,06/11/2025,12-15-2025,Contact customer before shipping
ORD1100050,CUST5844,Customer_284,PROD230,7,2025-11-04,2026/01/29,
ORD1100051,CUST5930,Customer_208,PROD661,1,2025-11-03,12-10-2025,Hold until payment confirmed
ORD1100052,CUST8238,Customer_227,PROD791,7,2025-11-05,2026/01/05,
ORD1100053,CUST2389,Customer_146,PROD627,20,2025-11-03,2025/11/15,
ORD1100054,CUST4680,Customer_413,PROD303,5,2025-11-01,2025/11/07,Gift packaging requested
ORD1100055,CUST8461,Customer_213,PROD744,19,02/11/2025,2026/01/31,Gift packaging requested
ORD1100056,CUST1090,Customer_458,PROD868,4,2025-11-07,01-01-2026,Contact customer before shipping
ORD1100057,CUST5082,Customer_470,PROD968,4,2025-11-04,2025/11/22,
ORD1100058,CUST6198,Customer_487,PROD873,15,05/11/2025,01-09-2026,Hold until payment confirmed
ORD1100059,CUST8777,Customer_231,PROD365,8,07/11/2025,01-28-2026,Hold until payment confirmed
ORD1100060,CUST8206,Customer_40,PROD830,10,02/11/2025,12-07-2025,Hold until payment confirmed
ORD1100061,CUST7275,Customer_356,PROD256,7,01/11/2025,12-25-2025,Hold until payment confirmed
ORD1100062,CUST7883,Customer_200,PROD888,19,2025-11-06,11-09-2025,
ORD1100063,CUST1096,Customer_483,PROD460,10,2025-11-07,12-27-2025,
ORD1100064,CUST9947,Customer_410,PROD717,8,04/11/2025,12-03-2025,Gift packaging requested
ORD1100065,CUST7624,Customer_371,PROD269,15,2025-11-02,2026/01/21,Gift packaging requested
ORD1100066,CUST2375,Customer_330,PROD538,5,07/11/2025,01-06-2026,Urgent delivery required
ORD1100067,CUST6355,Customer_173,PROD879,13,03/11/2025,2025/12/27,Pay in 90 days
ORD1100068,CUST1853,Customer_488,PROD458,8,2025-11-06,2025/11/15,
ORD1100069,CUST5051,Customer_103,PROD959,1,2025-11-05,2025/11/25,Gift packaging requested
ORD1100070,CUST4571,Customer_239,PROD816,9,2025-11-07,2025/12/25,Hold until payment confirmed
ORD1100071,CUST3683,Customer_494,PROD418,4,2025-11-05,2025/11/09,
ORD1100072,CUST7149,Customer_204,PROD832,7,01/11/2025,2026/01/16,Contact customer before shipping
ORD1100073,CUST5941,Customer_436,PROD800,20,2025-11-07,11-23-2025,
ORD1100074,CUST9728,Customer_220,PROD777,12,2025-11-01,2026/01/05,Pay in 90 days
ORD1100075,CUST2729,Customer_222,PROD470,15,2025-11-06,2025/11/26,Contact customer before shipping
ORD1100076,CUST9817,Customer_397,PROD595,15,2025-11-04,01-19-2026,Inform customer once order is sent
ORD1100077,CUST8385,Customer_125,PROD868,15,05/11/2025,2026/01/23,Urgent delivery required
ORD1100078,CUST3979,Customer_250,PROD317,12,2025-11-07,12-11-2025,Hold until payment confirmed
ORD1100079,CUST1166,Customer_265,PROD295,3,2025-11-02,2025/12/25,Inform customer once order is sent
ORD1100080,CUST9041,Customer_230,PROD911,1,01/11/2025,2025/12/09,Contact customer before shipping
ORD1100081,CUST7046,Customer_243,PROD666,17,2025-11-03,12-28-2025,
ORD1100082,CUST8434,Customer_139,PROD413,9,02/11/2025,2025/11/18,
ORD1100083,CUST4033,Customer_99,PROD321,16,2025-11-03,01-18-2026,
ORD1100084,CUST2647,Customer_427,PROD298,10,2025-11-02,12-19-2025,Pay in 90 days
ORD1100085,CUST1745,Customer_499,PROD155,18,2025-11-03,2026/02/01,
ORD1100086,CUST2680,Customer_447,PROD112,19,03/11/2025,01-03-2026,Urgent delivery required
ORD1100087,CUST8827,Customer_59,PROD941,3,2025-11-04,01-06-2026,Contact customer before shipping
ORD1100088,CUST5978,Customer_44,PROD354,4,05/11/2025,2025/12/29,Hold until payment confirmed
ORD1100089,CUST8381,Customer_466,PROD553,10,07/11/2025,2026/01/22,
ORD1100090,CUST2625,Customer_486,PROD881,7,06/11/2025,12-04-2025,Pay in 90 days
ORD1100091,CUST2229,Customer_81,PROD102,14,04/11/2025,02-01-2026,Urgent delivery required
ORD1100092,CUST5632,Customer_360,PROD980,15,2025-11-01,2026/01/28,Urgent delivery required
ORD1100093,CUST4241,Customer_218,PROD217,18,2025-11-02,01-24-2026,Urgent delivery required
ORD1100094,CUST3718,Customer_406,PROD414,20,06/11/2025,01-18-2026,
ORD1100095,CUST5982,Customer_359,PROD512,9,2025-11-05,2026/01/14,Pay in 90 days
ORD1100096,CUST6280,Customer_310,PROD356,1,2025-11-01,2025/12/01,
ORD1100097,CUST1339,Customer_392,PROD788,9,05/11/2025,2025/11/11,
ORD1100098,CUST8245,Customer_470,PROD384,6,2025-11-05,12-31-2025,Gift packaging requested
ORD1100099,CUST7690,Customer_171,PROD428,4,07/11/2025,2025/11/28,Contact customer before shipping
ORD1100100,CUST7561,Customer_417,PROD878,18,01/11/2025,2025/12/30,Urgent delivery required
ORD1100101,CUST7622,Customer_443,PROD626,1,06/11/2025,01-15-2026,Pay in 90 days
ORD1100102,CUST9167,Customer_321,PROD552,2,02/11/2025,2025/12/07,Urgent delivery required
ORD1100103,CUST2989,Customer_15,PROD745,20,07/11/2025,12-08-2025,
ORD1100104,CUST7684,Customer_48,PROD330,4,04/11/2025,2025/11/20,Inform customer once order is sent
ORD1100105,CUST9337,Customer_362,PROD379,14,07/11/2025,2026/01/08,
ORD1100106,CUST7284,Customer_98,PROD713,17,06/11/2025,2025/11/24,
ORD1100107,CUST7798,Customer_175,PROD906,17,2025-11-03,2025/11/04,Urgent delivery required
ORD1100108,CUST9022,Customer_444,PROD252,15,2025-11-05,01-06-2026,Hold until payment confirmed
ORD1100109,CUST6272,Customer_446,PROD293,8,05/11/2025,2025/12/25,Gift packaging requested
ORD1100110,CUST7246,Customer_198,PROD779,5,04/11/2025,11-09-2025,Hold until payment confirmed
ORD1100111,CUST8213,Customer_52,PROD638,15,2025-11-01,11-20-2025,Contact customer before shipping
ORD1100112,CUST5342,Customer_174,PROD738,13,2025-11-06,2025/11/17,
ORD1100113,CUST7226,Customer_489,PROD424,16,07/11/2025,2026/01/16,Pay in 90 days
ORD1100114,CUST5708,Customer_117,PROD864,3,2025-11-04,11-17-2025,
ORD1100115,CUST3725,Customer_356,PROD406,1,01/11/2025,12-13-2025,
ORD1100116,CUST3385,Customer_126,PROD643,14,05/11/2025,02-01-2026,
ORD1100117,CUST7267,Customer_318,PROD799,8,2025-11-04,01-18-2026,Gift packaging requested
ORD1100118,CUST1153,Customer_461,PROD923,15,03/11/2025,01-29-2026,Pay in 90 days
ORD1100119,CUST5901,Customer_328,PROD534,9,2025-11-04,12-13-2025,Gift packaging requested
ORD1100120,CUST7248,Customer_293,PROD467,19,03/11/2025,02-01-2026,Contact customer before shipping
ORD1100121,CUST1803,Customer_467,PROD720,16,07/11/2025,2025/12/14,
ORD1100122,CUST4588,Customer_326,PROD294,20,2025-11-03,2026/01/29,
ORD1100123,CUST3240,Customer_322,PROD199,2,2025-11-03,12-30-2025,Urgent delivery required
ORD1100124,CUST5835,Customer_168,PROD865,14,2025-11-02,11-28-2025,Hold until payment confirmed
ORD1100125,CUST9221,Customer_468,PROD379,6,03/11/2025,2026/01/04,
ORD1100126,CUST2886,Customer_240,PROD177,5,2025-11-07,2025/12/06,
ORD1100127,CUST6992,Customer_47,PROD909,13,01/11/2025,2025/12/05,Gift packaging requested
ORD1100128,CUST5295,Customer_300,PROD490,12,2025-11-01,2026/01/27,Pay in 90 days
ORD1100129,CUST6374,Customer_469,PROD724,8,2025-11-06,11-15-2025,Gift packaging requested
ORD1100130,CUST7689,Customer_60,PROD243,2,01/11/2025,12-10-2025,
ORD1100131,CUST9807,Customer_70,PROD497,15,2025-11-03,2026/01/28,
ORD1100132,CUST3531,Customer_454,PROD524,4,07/11/2025,01-09-2026,Urgent delivery required
ORD1100133,CUST8264,Customer_228,PROD341,12,01/11/2025,01-28-2026,Contact customer before shipping
ORD1100134,CUST4109,Customer_496,PROD225,15,2025-11-01,01-25-2026,Contact customer before shipping
ORD1100135,CUST6464,Customer_125,PROD228,19,2025-11-02,2025/11/11,
ORD1100136,CUST4817,Customer_169,PROD892,5,2025-11-07,2026/01/23,Inform customer once order is sent
ORD1100137,CUST3858,Customer_57,PROD776,1,2025-11-02,11-04-2025,Inform customer once order is sent
ORD1100138,CUST5347,Customer_27,PROD229,14,05/11/2025,2025/11/20,
ORD1100139,CUST9408,Customer_304,PROD211,15,05/11/2025,2025/12/04,
ORD1100140,CUST9543,Customer_155,PROD569,1,01/11/2025,01-02-2026,
ORD1100141,CUST8267,Customer_38,PROD182,11,2025-11-05,2025/11/24,Urgent delivery required
ORD1100142,CUST6327,Customer_196,PROD711,17,03/11/2025,2026/01/01,Gift packaging requested
ORD1100143,CUST4522,Customer_221,PROD562,8,04/11/2025,2025/12/18,
ORD1100144,CUST6120,Customer_219,PROD420,9,03/11/2025,2025/11/23,Gift packaging requested
ORD1100145,CUST2527,Customer_222,PROD198,12,2025-11-07,2025/11/24,Hold until payment confirmed
ORD1100146,CUST3002,Customer_211,PROD462,14,2025-11-07,11-14-2025,
ORD1100147,CUST9313,Customer_109,PROD258,16,02/11/2025,2025/11/16,Hold until payment confirmed
ORD1100148,CUST4705,Customer_414,PROD539,18,2025-11-07,2026/01/26,Contact customer before shipping
ORD1100149,CUST5381,Customer_15,PROD284,9,06/11/2025,12-16-2025,
ORD1100150,CUST3347,Customer_290,PROD773,13,2025-11-01,11-20-2025,
ORD1100151,CUST9691,Customer_111,PROD485,14,2025-11-04,2025/12/18,Urgent delivery required
ORD1100152,CUST2391,Customer_453,PROD153,5,02/11/2025,2026/01/21,Pay in 90 days
ORD1100153,CUST8957,Customer_311,PROD552,14,03/11/2025,12-01-2025,
ORD1100154,CUST5640,Customer_348,PROD794,19,04/11/2025,2026/01/11,Pay in 90 days
ORD1100155,CUST1897,Customer_4,PROD309,10,02/11/2025,11-20-2025,
ORD1100156,CUST9149,Customer_383,PROD540,6,2025-11-02,2025/12/21,Inform customer once order is sent
ORD1100157,CUST6802,Customer_37,PROD506,2,2025-11-04,2025/11/07,Pay in 90 days
ORD1100158,CUST7626,Customer_364,PROD755,14,03/11/2025,2025/11/18,Urgent delivery required
ORD1100159,CUST8538,Customer_426,PROD806,12,01/11/2025,2025/12/27,
ORD1100160,CUST9584,Customer_41,PROD505,10,06/11/2025,2025/12/20,Inform customer once order is sent
ORD1100161,CUST9693,Customer_262,PROD298,12,03/11/2025,01-25-2026,
ORD1100162,CUST4232,Customer_89,PROD716,5,07/11/2025,2026/01/30,Contact customer before shipping
ORD1100163,CUST8354,Customer_349,PROD678,20,03/11/2025,01-23-2026,Gift packaging requested
ORD1100164,CUST5961,Customer_408,PROD381,19,01/11/2025,12-17-2025,Urgent delivery required
ORD1100165,CUST7041,Customer_426,PROD393,3,06/11/2025,2025/11/18,Hold until payment confirmed
ORD1100166,CUST1672,Customer_231,PROD929,19,2025-11-06,2025/12/01,Gift packaging requested
ORD1100167,CUST8381,Customer_53,PROD930,11,06/11/2025,2025/11/17,Inform customer once order is sent
ORD1100168,CUST8199,Customer_269,PROD635,20,02/11/2025,2025/12/19,Urgent delivery required
ORD1100169,CUST1857,Customer_405,PROD746,11,01/11/2025,12-14-2025,Contact customer before shipping
ORD1100170,CUST3463,Customer_171,PROD183,19,06/11/2025,2025/11/25,
ORD1100171,CUST7421,Customer_67,PROD709,3,2025-11-03,2026/01/14,Urgent delivery required
ORD1100172,CUST9624,Customer_48,PROD761,14,05/11/2025,12-22-2025,Urgent delivery required
ORD1100173,CUST8967,Customer_99,PROD331,5,2025-11-02,2025/11/12,Pay in 90 days
ORD1100174,CUST9626,Customer_20,PROD777,11,07/11/2025,01-26-2026,Gift packaging requested
ORD1100175,CUST3712,Customer_370,PROD548,2,2025-11-04,2025/12/21,Inform customer once order is sent
ORD1100176,CUST8355,Customer_120,PROD646,8,03/11/2025,2026/01/03,
ORD1100177,CUST8218,Customer_237,PROD887,10,2025-11-07,2025/12/26,Gift packaging requested
ORD1100178,CUST3267,Customer_447,PROD356,2,2025-11-06,01-07-2026,
ORD1100179,CUST9452,Customer_436,PROD227,10,01/11/2025,11-22-2025,Hold until payment confirmed
ORD1100180,CUST4637,Customer_419,PROD561,12,01/11/2025,12-25-2025,Hold until payment confirmed
ORD1100181,CUST2337,Customer_192,PROD329,1,2025-11-03,2025/11/16,
ORD1100182,CUST3254,Customer_20,PROD393,16,06/11/2025,2025/11/24,
ORD1100183,CUST2298,Customer_10,PROD362,7,2025-11-07,11-27-2025,Contact customer before shipping
ORD1100184,CUST5720,Customer_122,PROD408,4,01/11/2025,12-02-2025,Hold until payment confirmed
ORD1100185,CUST9189,Customer_306,PROD648,1,06/11/2025,01-11-2026,Contact customer before shipping
ORD1100186,CUST6780,Customer_124,PROD684,14,2025-11-02,01-27-2026,Hold until payment confirmed
ORD1100187,CUST9618,Customer_279,PROD619,17,05/11/2025,11-08-2025,Gift packaging requested
ORD1100188,CUST7116,Customer_130,PROD865,1,2025-11-03,11-12-2025,Contact customer before shipping
ORD1100189,CUST6447,Customer_69,PROD145,12,05/11/2025,2025/12/19,
ORD1100190,CUST8612,Customer_357,PROD590,6,07/11/2025,11-25-2025,Gift packaging requested
ORD1100191,CUST4268,Customer_454,PROD142,11,03/11/2025,01-08-2026,Hold until payment confirmed
ORD1100192,CUST4131,Customer_147,PROD465,2,2025-11-07,01-30-2026,Pay in 90 days
ORD1100193,CUST7553,Customer_381,PROD550,13,03/11/2025,2025/11/27,Gift packaging requested
ORD1100194,CUST5369,Customer_411,PROD184,14,2025-11-01,12-27-2025,Inform customer once order is sent
ORD1100195,CUST2311,Customer_168,PROD776,10,03/11/2025,12-31-2025,Gift packaging requested
ORD1100196,CUST8325,Customer_22,PROD844,12,05/11/2025,2025/12/31,Pay in 90 days
ORD1100197,CUST6952,Customer_263,PROD920,6,2025-11-01,11-20-2025,
ORD1100198,CUST3068,Customer_35,PROD341,12,03/11/2025,12-23-2025,
ORD1100199,CUST8371,Customer_486,PROD479,12,04/11/2025,11-14-2025,Hold until payment confirmed
ORD1100200,CUST5566,Customer_128,PROD216,1,2025-11-06,11-30-2025,Gift packaging requested
ORD1100201,CUST5264,Customer_361,PROD556,7,05/11/2025,12-12-2025,Gift packaging requested
ORD1100202,CUST2213,Customer_232,PROD276,15,2025-11-01,2026/01/28,
ORD1100203,CUST2063,Customer_282,PROD655,10,2025-11-03,2025/11/24,
ORD1100204,CUST6922,Customer_261,PROD329,4,02/11/2025,2025/11/20,Gift packaging requested
ORD1100205,CUST7044,Customer_240,PROD922,18,02/11/2025,01-20-2026,
ORD1100206,CUST8842,Customer_270,PROD520,14,2025-11-07,01-20-2026,Urgent delivery required
ORD1100207,CUST9476,Customer_177,PROD231,18,06/11/2025,2026/01/21,Inform customer once order is sent
ORD1100208,CUST1907,Customer_426,PROD227,17,2025-11-02,12-11-2025,Urgent delivery required
ORD1100209,CUST9501,Customer_459,PROD390,3,03/11/2025,2025/11/29,Hold until payment confirmed
ORD1100210,CUST9740,Customer_48,PROD614,6,2025-11-05,2026/01/19,Contact customer before shipping
ORD1100211,CUST6531,Customer_432,PROD677,2,2025-11-07,11-11-2025,Contact customer before shipping
ORD1100212,CUST4453,Customer_393,PROD685,14,2025-11-05,2026/01/26,Contact customer before shipping
ORD1100213,CUST5949,Customer_248,PROD350,13,03/11/2025,01-01-2026,Pay in 90 days
ORD1100214,CUST8609,Customer_105,PROD448,20,02/11/2025,2025/12/13,
ORD1100215,CUST6658,Customer_500,PROD508,5,07/11/2025,12-25-2025,Pay in 90 days
ORD1100216,CUST5382,Customer_231,PROD353,5,2025-11-01,11-08-2025,Gift packaging requested
ORD1100217,CUST3616,Customer_417,PROD435,19,06/11/2025,2025/12/17,Inform customer once order is sent
ORD1100218,CUST9171,Customer_451,PROD415,16,2025-11-01,2025/11/13,
ORD1100219,CUST4524,Customer_299,PROD461,2,2025-11-01,12-08-2025,Contact customer before shipping
ORD1100220,CUST1133,Customer_434,PROD210,14,2025-11-02,12-06-2025,
ORD1100221,CUST7563,Customer_27,PROD683,18,02/11/2025,12-19-2025,Pay in 90 days
ORD1100222,CUST5582,Customer_423,PROD738,20,01/11/2025,2025/11/18,
ORD1100223,CUST6555,Customer_286,PROD474,5,02/11/2025,01-19-2026,Hold until payment confirmed
ORD1100224,CUST6456,Customer_412,PROD585,17,04/11/2025,2025/11/24,Hold until payment confirmed
ORD1100225,CUST6218,Customer_84,PROD502,20,2025-11-06,2025/12/15,Hold until payment confirmed
ORD1100226,CUST5911,Customer_244,PROD935,1,2025-11-03,2025/12/16,Gift packaging requested
ORD1100227,CUST1436,Customer_306,PROD585,9,06/11/2025,01-20-2026,Contact customer before shipping
ORD1100228,CUST9589,Customer_323,PROD838,20,07/11/2025,2025/12/26,Contact customer before shipping
ORD1100229,CUST2800,Customer_98,PROD119,15,03/11/2025,2025/12/27,Contact customer before shipping
ORD1100230,CUST8726,Customer_447,PROD968,2,06/11/2025,2025/11/24,Hold until payment confirmed
ORD1100231,CUST9609,Customer_193,PROD421,6,2025-11-04,2026/01/12,Urgent delivery required
ORD1100232,CUST5331,Customer_313,PROD595,7,2025-11-02,2025/12/08,Inform customer once order is sent
ORD1100233,CUST5735,Customer_361,PROD312,16,03/11/2025,01-04-2026,Contact customer before shipping
ORD1100234,CUST9899,Customer_195,PROD504,12,2025-11-07,11-26-2025,Urgent delivery required
ORD1100235,CUST8247,Customer_336,PROD362,16,02/11/2025,2025/11/28,
ORD1100236,CUST5450,Customer_71,PROD211,20,2025-11-06,2026/01/21,Pay in 90 days
ORD1100237,CUST4814,Customer_27,PROD202,14,03/11/2025,2026/01/03,Inform customer once order is sent
ORD1100238,CUST3587,Customer_209,PROD768,16,04/11/2025,2026/01/27,Urgent delivery required
ORD1100239,CUST2465,Customer_334,PROD687,8,05/11/2025,2025/11/10,
ORD1100240,CUST3880,Customer_479,PROD137,13,2025-11-07,2026/01/10,Contact customer before shipping
ORD1100241,CUST1613,Customer_5,PROD405,19,05/11/2025,11-19-2025,
ORD1100242,CUST9901,Customer_269,PROD605,5,2025-11-07,01-11-2026,Inform customer once order is sent
ORD1100243,CUST8518,Customer_332,PROD363,6,2025-11-01,2025/12/15,
ORD1100244,CUST3875,Customer_313,PROD976,13,07/11/2025,01-01-2026,Pay in 90 days
ORD1100245,CUST3303,Customer_245,PROD431,8,2025-11-01,2025/12/05,Gift packaging requested
ORD1100246,CUST5947,Customer_299,PROD840,19,01/11/2025,2025/12/05,Contact customer before shipping
ORD1100247,CUST8625,Customer_158,PROD263,13,2025-11-06,2026/01/10,
ORD1100248,CUST2923,Customer_328,PROD402,12,05/11/2025,12-04-2025,Inform customer once order is sent
ORD1100249,CUST7121,Customer_213,PROD818,18,2025-11-04,2026/01/12,
ORD1100250,CUST2341,Customer_270,PROD557,17,06/11/2025,2025/12/23,Hold until payment confirmed
ORD1100251,CUST9281,Customer_104,PROD686,18,02/11/2025,2025/11/24,Hold until payment confirmed
ORD1100252,CUST9008,Customer_47,PROD622,15,07/11/2025,2025/11/15,Hold until payment confirmed
ORD1100253,CUST8575,Customer_345,PROD926,10,2025-11-06,2025/11/09,Pay in 90 days
ORD1100254,CUST1742,Customer_217,PROD452,3,05/11/2025,2025/11/13,
ORD1100255,CUST1519,Customer_147,PROD518,6,2025-11-07,2025/11/25,
ORD1100256,CUST7887,Customer_192,PROD491,15,2025-11-07,2025/12/26,Contact customer before shipping
ORD1100257,CUST3178,Customer_335,PROD980,12,01/11/2025,11-24-2025,
ORD1100258,CUST4648,Customer_428,PROD103,1,03/11/2025,01-02-2026,Hold until payment confirmed
ORD1100259,CUST4762,Customer_127,PROD571,12,2025-11-02,12-08-2025,Contact customer before shipping
ORD1100260,CUST7868,Customer_315,PROD884,1,02/11/2025,2025/11/29,Hold until payment confirmed
ORD1100261,CUST1797,Customer_126,PROD858,2,2025-11-04,2025/12/31,Inform customer once order is sent
ORD1100262,CUST3295,Customer_258,PROD396,8,2025-11-07,2026/01/20,Hold until payment confirmed
ORD1100263,CUST4881,Customer_155,PROD997,5,06/11/2025,2026/01/12,Urgent delivery required
ORD1100264,CUST3869,Customer_321,PROD795,14,2025-11-05,2026/01/08,Urgent delivery required
ORD1100265,CUST9592,Customer_164,PROD813,14,2025-11-04,11-24-2025,Inform customer once order is sent
ORD1100266,CUST4692,Customer_154,PROD978,5,2025-11-07,2026/01/06,
ORD1100267,CUST9683,Customer_69,PROD497,8,2025-11-03,2025/11/30,Pay in 90 days
ORD1100268,CUST2514,Customer_275,PROD841,7,2025-11-01,2025/12/06,Hold until payment confirmed
ORD1100269,CUST4082,Customer_412,PROD879,19,06/11/2025,2026/01/31,Gift packaging requested
ORD1100270,CUST5967,Customer_490,PROD115,7,2025-11-02,2025/11/18,
ORD1100271,CUST4350,Customer_204,PROD345,18,2025-11-03,12-10-2025,Hold until payment confirmed
ORD1100272,CUST6892,Customer_263,PROD609,15,01/11/2025,01-01-2026,
ORD1100273,CUST6126,Customer_212,PROD146,19,07/11/2025,2025/12/06,
ORD1100274,CUST7841,Customer_152,PROD256,7,03/11/2025,2025/12/03,Inform customer once order is sent
ORD1100275,CUST6530,Customer_132,PROD881,16,06/11/2025,2026/01/28,
ORD1100276,CUST6770,Customer_87,PROD243,18,2025-11-04,2025/11/28,
ORD1100277,CUST1962,Customer_269,PROD134,3,07/11/2025,2026/02/01,Pay in 90 days
ORD1100278,CUST4791,Customer_35,PROD824,5,01/11/2025,2025/11/29,Urgent delivery required
ORD1100279,CUST8916,Customer_338,PROD599,1,01/11/2025,2026/01/09,Pay in 90 days
ORD1100280,CUST9777,Customer_147,PROD117,17,07/11/2025,02-05-2026,Inform customer once order is sent
ORD1100281,CUST3439,Customer_124,PROD296,20,05/11/2025,12-08-2025,
ORD1100282,CUST7112,Customer_492,PROD515,15,05/11/2025,2025/12/07,
ORD1100283,CUST2320,Customer_335,PROD978,2,01/11/2025,2025/12/23,Hold until payment confirmed
ORD1100284,CUST3807,Customer_43,PROD611,14,2025-11-06,2025/12/19,Pay in 90 days
ORD1100285,CUST4764,Customer_109,PROD988,19,2025-11-04,12-09-2025,Pay in 90 days
ORD1100286,CUST9897,Customer_289,PROD773,2,2025-11-02,2025/12/13,Inform customer once order is sent
ORD1100287,CUST7525,Customer_476,PROD178,10,2025-11-02,2026/01/14,Gift packaging requested
ORD1100288,CUST7288,Customer_387,PROD857,5,2025-11-07,2026/02/04,
ORD1100289,CUST1879,Customer_51,PROD547,8,2025-11-07,11-17-2025,Hold until payment confirmed
ORD1100290,CUST6347,Customer_16,PROD749,9,2025-11-07,01-04-2026,Urgent delivery required
ORD1100291,CUST4043,Customer_349,PROD699,13,2025-11-01,01-20-2026,Inform customer once order is sent
